STATION,NAME,DATE,ACMH,AWND,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,WDFM,WSFM
USW00024144,"HELENA AIRPORT ASOS, MT US",2/15/1959,,,0.02,,0.5,4,,38,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/16/1959,,,0.33,,5.9,4,,27,12,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/17/1959,,,0.3,,5.4,12,,15,9,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/18/1959,,,0.01,,0.3,13,,16,-4,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/19/1959,,,0,,0.1,12,,17,-8,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/20/1959,,,0,,0,11,,15,-13,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/21/1959,,,0,,0,10,,13,-13,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/22/1959,,,0,,0,9,,16,-10,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/23/1959,,,0,,0,8,,17,-11,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/24/1959,,,0,,0,7,,36,-2,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/25/1959,,,0.01,,0.2,7,,42,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/26/1959,,,0,,0,7,,37,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/27/1959,,,0,,0,6,,39,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",2/28/1959,,,0,,0,5,,47,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/1/1959,,,0,,0,3,,49,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/2/1959,,,0,,0,2,,39,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/3/1959,,,0,,0,2,,37,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/4/1959,,,0,,0,2,,37,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/5/1959,,,0,,0,2,,38,17,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/6/1959,,,0,,0,1,,39,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/7/1959,,,0,,0,1,,38,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/8/1959,,,0,,0,1,,41,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/9/1959,,,0,,0,1,,40,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/10/1959,,,0,,0,1,,40,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/11/1959,,,0,,0,0,,44,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/12/1959,,,0,,0,0,,47,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/13/1959,,,0.01,,0.3,0,,39,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/14/1959,,,0,,0,0,,34,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/15/1959,,,0,,0,0,,39,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/16/1959,,,0,,0,0,,52,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/17/1959,,,0,,0,0,,65,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/18/1959,,,0,,0,0,,46,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/19/1959,,,0,,0,0,,43,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/20/1959,,,0,,0,0,,50,16,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/21/1959,,,0,,0,0,,62,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/22/1959,,,0,,0,0,,49,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/23/1959,,,0,,0,0,,52,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/24/1959,,,0,,0,0,,48,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/25/1959,,,0,,0,0,,54,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/26/1959,,,0,,0,0,,58,22,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/27/1959,,,0,,0,0,,51,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/28/1959,,,0,,0,0,,54,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/29/1959,,,0.01,,0.1,0,,47,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/30/1959,,,0,,0,0,,50,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",3/31/1959,,,0,,0,0,,51,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/1/1959,,,0,,0,0,,67,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/2/1959,,,0.01,,0,0,,53,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/3/1959,,,0,,0,0,,64,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/4/1959,,,0,,0,0,,60,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/5/1959,,,0,,0,0,,75,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/6/1959,,,0.01,,0,0,,55,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/7/1959,,,0,,0,0,,44,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/8/1959,,,0.04,,0.4,0,,37,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/9/1959,,,0,,0,0,,47,12,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/10/1959,,,0,,0,0,,54,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/11/1959,,,0,,0,0,,61,20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/12/1959,,,0,,0,0,,70,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/13/1959,,,0.01,,0,0,,63,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/14/1959,,,0,,0,0,,58,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/15/1959,,,0.17,,0.9,0,,48,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/16/1959,,,0,,0,0,,44,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/17/1959,,,0,,0,0,,48,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/18/1959,,,0,,0,0,,47,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/19/1959,,,0,,0,0,,46,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/20/1959,,,0,,0,0,,56,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/21/1959,,,0,,0,0,,67,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/22/1959,,,0.04,,0,0,,56,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/23/1959,,,0,,0,0,,65,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/24/1959,,,0.01,,0.2,0,,32,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/25/1959,,,0,,0,0,,55,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/26/1959,,,0.06,,0,0,,64,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/27/1959,,,0,,0,0,,55,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/28/1959,,,0,,0,0,,62,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/29/1959,,,0,,0,0,,68,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",4/30/1959,,,0,,0,0,,72,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/1/1959,,,0.05,,0,0,,62,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/2/1959,,,0.03,,0,0,,49,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/3/1959,,,0,,0,0,,53,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/4/1959,,,0.27,,0,0,,47,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/5/1959,,,0.02,,0,0,,50,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/6/1959,,,0,,0,0,,56,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/7/1959,,,0,,0,0,,68,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/8/1959,,,0,,0,0,,74,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/9/1959,,,0.04,,0,0,,59,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/10/1959,,,0,,0,0,,52,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/11/1959,,,0,,0,0,,56,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/12/1959,,,0,,0,0,,65,26,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/13/1959,,,0,,0,0,,69,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/14/1959,,,0,,0,0,,74,35,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/15/1959,,,0,,0,0,,80,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/16/1959,,,0.02,,0,0,,57,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/17/1959,,,0,,0,0,,52,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/18/1959,,,0.02,,0,0,,49,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/19/1959,,,0.2,,0,0,,48,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/20/1959,,,0,,0,0,,57,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/21/1959,,,0,,0,0,,59,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/22/1959,,,0,,0,0,,57,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/23/1959,,,0,,0,0,,70,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/24/1959,,,0,,0,0,,70,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/25/1959,,,0.55,,0,0,,56,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/26/1959,,,0.38,,0,0,,51,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/27/1959,,,0.06,,0,0,,49,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/28/1959,,,0.29,,0,0,,53,35,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/29/1959,,,0,,0,0,,60,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/30/1959,,,0,,0,0,,62,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",5/31/1959,,,0,,0,0,,70,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/1/1959,,,0,,0,0,,76,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/2/1959,,,0,,0,0,,83,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/3/1959,,,0,,0,0,,81,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/4/1959,,,0,,0,0,,80,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/5/1959,,,0.1,,0,0,,83,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/6/1959,,,0.09,,0,0,,69,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/7/1959,,,0.17,,0,0,,60,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/8/1959,,,0.09,,0,0,,71,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/9/1959,,,0.02,,0,0,,65,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/10/1959,,,0,,0,0,,62,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/11/1959,,,0,,0,0,,77,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/12/1959,,,0,,0,0,,93,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/13/1959,,,0.02,,0,0,,82,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/14/1959,,,0,,0,0,,90,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/15/1959,,,0.4,,0,0,,74,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/16/1959,,,0.12,,0,0,,82,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/17/1959,,,0,,0,0,,81,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/18/1959,,,0,,0,0,,78,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/19/1959,,,0,,0,0,,89,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/20/1959,,,0.06,,0,0,,85,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/21/1959,,,0.3,,0,0,,78,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/22/1959,,,0,,0,0,,81,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/23/1959,,,0,,0,0,,82,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/24/1959,,,0,,0,0,,76,61,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/25/1959,,,0.06,,0,0,,70,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/26/1959,,,0.36,,0,0,,57,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/27/1959,,,0.11,,0,0,,59,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/28/1959,,,0,,0,0,,60,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/29/1959,,,0,,0,0,,66,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",6/30/1959,,,0,,0,0,,75,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/1/1959,,,0,,0,0,,82,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/2/1959,,,0,,0,0,,85,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/3/1959,,,0.01,,0,0,,70,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/4/1959,,,0,,0,0,,70,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/5/1959,,,0,,0,0,,88,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/6/1959,,,0.08,,0,0,,72,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/7/1959,,,0,,0,0,,64,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/8/1959,,,0,,0,0,,73,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/9/1959,,,0,,0,0,,82,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/10/1959,,,0,,0,0,,85,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/11/1959,,,0,,0,0,,86,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/12/1959,,,0,,0,0,,92,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/13/1959,,,0,,0,0,,90,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/14/1959,,,0,,0,0,,90,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/15/1959,,,0,,0,0,,92,54,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/16/1959,,,0,,0,0,,86,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/17/1959,,,0,,0,0,,87,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/18/1959,,,0,,0,0,,89,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/19/1959,,,0,,0,0,,91,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/20/1959,,,0,,0,0,,92,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/21/1959,,,0,,0,0,,93,57,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/22/1959,,,0,,0,0,,95,56,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/23/1959,,,0,,0,0,,97,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/24/1959,,,0,,0,0,,88,59,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/25/1959,,,0,,0,0,,91,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/26/1959,,,0,,0,0,,91,55,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/27/1959,,,0.02,,0,0,,90,57,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/28/1959,,,0,,0,0,,71,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/29/1959,,,0,,0,0,,77,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/30/1959,,,0,,0,0,,88,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",7/31/1959,,,0,,0,0,,96,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/1/1959,,,0.02,,0,0,,90,63,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/2/1959,,,0,,0,0,,87,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/3/1959,,,0,,0,0,,88,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/4/1959,,,0,,0,0,,89,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/5/1959,,,0,,0,0,,80,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/6/1959,,,0,,0,0,,84,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/7/1959,,,0,,0,0,,89,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/8/1959,,,0,,0,0,,90,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/9/1959,,,0,,0,0,,86,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/10/1959,,,0,,0,0,,90,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/11/1959,,,0,,0,0,,78,53,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/12/1959,,,0,,0,0,,76,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/13/1959,,,0,,0,0,,71,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/14/1959,,,0,,0,0,,81,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/15/1959,,,0,,0,0,,82,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/16/1959,,,0,,0,0,,87,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/17/1959,,,0,,0,0,,89,47,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/18/1959,,,0.05,,0,0,,78,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/19/1959,,,0.27,,0,0,,62,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/20/1959,,,0.01,,0,0,,69,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/21/1959,,,0,,0,0,,78,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/22/1959,,,0,,0,0,,73,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/23/1959,,,0,,0,0,,80,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/24/1959,,,0,,0,0,,82,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/25/1959,,,0,,0,0,,80,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/26/1959,,,0,,0,0,,75,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/27/1959,,,0,,0,0,,83,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/28/1959,,,0,,0,0,,77,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/29/1959,,,0,,0,0,,74,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/30/1959,,,0,,0,0,,78,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",8/31/1959,,,0.01,,0,0,,67,49,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/1/1959,,,0,,0,0,,66,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/2/1959,,,0,,0,0,,72,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/3/1959,,,0,,0,0,,86,35,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/4/1959,,,0,,0,0,,73,48,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/5/1959,,,0,,0,0,,71,52,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/6/1959,,,0,,0,0,,74,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/7/1959,,,0,,0,0,,83,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/8/1959,,,0,,0,0,,61,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/9/1959,,,0,,0,0,,72,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/10/1959,,,0,,0,0,,87,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/11/1959,,,0,,0,0,,88,45,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/12/1959,,,0,,0,0,,86,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/13/1959,,,0,,0,0,,92,57,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/14/1959,,,0.04,,0,0,,84,59,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/15/1959,,,0.01,,0,0,,67,50,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/16/1959,,,0,,0,0,,51,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/17/1959,,,0,,0,0,,55,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/18/1959,,,0,,0,0,,67,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/19/1959,,,0,,0,0,,68,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/20/1959,,,0.13,,0,0,,59,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/21/1959,,,0,,0,0,,59,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/22/1959,,,0,,0,0,,62,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/23/1959,,,0.02,,0,0,,64,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/24/1959,,,0,,0,0,,68,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/25/1959,,,0,,0,0,,55,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/26/1959,,,0.04,,0,0,,53,39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/27/1959,,,0.18,,0,0,,46,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/28/1959,,,0,,0,0,,43,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/29/1959,,,0.01,,0,0,,51,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",9/30/1959,,,0.03,,0,0,,40,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/1/1959,,,0,,0,0,,50,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/2/1959,,,0,,0,0,,58,37,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/3/1959,,,0,,0,0,,67,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/4/1959,,,0,,0,0,,70,30,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/5/1959,,,0,,0,0,,63,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/6/1959,,,0.15,,0,0,,43,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/7/1959,,,0.19,,2.6,1,,35,24,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/8/1959,,,0,,0,0,,48,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/9/1959,,,0.09,,0,0,,55,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/10/1959,,,0,,0,0,,36,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/11/1959,,,0.07,,0.4,0,,49,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/12/1959,,,0,,0,0,,58,44,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/13/1959,,,0,,0,0,,58,46,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/14/1959,,,0,,0,0,,66,51,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/15/1959,,,0.31,,0,0,,64,38,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/16/1959,,,0.01,,0,0,,55,33,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/17/1959,,,0,,0,0,,63,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/18/1959,,,0,,0,0,,68,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/19/1959,,,0,,0,0,,49,34,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/20/1959,,,0,,0,0,,51,29,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/21/1959,,,0,,0,0,,56,43,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/22/1959,,,0,,0,0,,67,42,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/23/1959,,,0,,0,0,,62,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/24/1959,,,0.01,,0,0,,72,41,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/25/1959,,,0.01,,0,0,,59,40,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/26/1959,,,0,,0,0,,54,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/27/1959,,,0,,0,0,,57,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/28/1959,,,0.02,,0,0,,43,27,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/29/1959,,,0.09,,0.4,0,,37,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/30/1959,,,0,,0,0,,44,25,,
USW00024144,"HELENA AIRPORT ASOS, MT US",10/31/1959,,,0,,0,0,,55,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/1/1959,,,0,,0,0,,59,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/2/1959,,,0,,0,0,,62,28,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/3/1959,,,0.13,,2.4,0,,43,17,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/4/1959,,,0,,0.2,2,,22,-5,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/5/1959,,,0,,0,2,,29,-6,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/6/1959,,,0,,0,2,,49,21,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/7/1959,,,0,,0,0,,49,31,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/8/1959,,,0,,0,0,,54,36,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/9/1959,,,0,,0,0,,59,35,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/10/1959,,,0,,0,0,,49,23,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/11/1959,,,0.61,,18.8,0,,29,7,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/12/1959,,,0.21,,2.9,16,,7,-20,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/13/1959,,,0,,0,17,,-4,-35,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/14/1959,,,0,,0,16,,13,-8,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/15/1959,,,0.29,,6.6,16,,13,-32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/16/1959,,,0,,0,19,,-8,-39,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/17/1959,,,0,,0,16,,15,-10,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/18/1959,,,0,,0,13,,24,5,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/19/1959,,,0,,0,12,,45,12,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/20/1959,,,0,,0,9,,44,32,,
USW00024144,"HELENA AIRPORT ASOS, MT US",11/21/1959,,,0.11,,0.8,9,,45,28,,
